internal_id;record_url;url;landing_page_url;origin_repository;origin_repository_url;document_type;degree_level;language;rights;search_hit_count;pdf_url;pdf_downloaded;pdf_page_count;pdf_text_char_count;manual_review_status;institution_normalized;institution_abbreviation;year;contributor;author;descricao_spatial;title;abstract;keywords;primary_subject;subject_label;subjects;primary_category;primary_category_label;categories;category_labels;category_rule_matches
oai-repositorium-uminho-pt-1822-96715;https://www.rcaap.pt/detail.jsp?id=oai:repositorium.uminho.pt:1822/96715;https://hdl.handle.net/1822/96715;https://repositorium.uminho.pt/entities/publication/1f93df38-c1a3-4b25-af3b-96511abd20e7;RepositóriUM - Universidade do Minho;https://repositorium.uminho.pt;master thesis;mestrado;por;open access;2;https://repositorium.uminho.pt/bitstreams/c3651dd5-d646-49bc-b8b8-f4754095984f/download;TRUE;38;56839;ready;Universidade do Minho;UMinho;2025;Magalhães, Luís Gonzaga Mendes | Adão, Telmo Miguel Oliveira;Santos, Joana da Silva;"Dissertação de mestrado (estágio) | Criação de uma experiência museológica digital para o Museu de Arqueologia D. Diogo de Sousa, através de modelação 3D, fotogrametria e realidade virtual, desenvolvendo um ""digital twin"" do museu para democratizar o acesso ao património.";Transformação digital em museus: visita virtual e modelação 3D de artefactos;"Num contexto em que o metaverso se consolida como uma nova fronteira digital, os museus ampliam o seu alcance ao abraçar tecnologias imersivas e plataformas digitais para chegar a públicos mais amplos e diversificados, até numa perspetiva inclusiva. Essa extensão ao digital não só democratiza o acesso ao património, como também convida a uma reflexão nas dinâmicas para a preservação cultural, um dos grandes pilares dessas instituições. Mais concretamente, através da digitalização avançada com recurso a tecnologias de inspeção e recolha de dados do ambiente, cada artefacto é eternizado no seu estado atual, garantindo que este possa ser estudado com ressalva a sua integridade e perpetuação de valor histórico, permitindo uma difusão mais ampla e segura do conhecimento. Essa prática não só resguarda os acervos da suscetibilidade de deterioração/dano, mas, também, transforma a experiência museológica, permitindo que a apreciação do património transcenda as barreiras físicas e temporais, sendo que o intervalo de observadores passa a integrar mais do que especialistas e estudiosos, podendo também abranger entusiastas ou visitantes que pretendam obter conhecimento histórico-cultural. Com estes assuntos em foco, o presente relatório tem como objetivo relatar o trabalho de estágio realizado no museu de arquitetura D. Diogo de Sousa em Braga, com início no dia 6 de fevereiro de 2024 e término no dia 27 de junho de 2024. Este projeto focou-se na criação de uma experiência museológica digital para o Museu de Arqueologia D. Diogo de Sousa, incorporando técnicas de modelação 3D e fotogrametria para a digitalização de artefactos e do espaço físico do museu. Tal como, o uso de tecnologias imersivas como a Realidade Virtual (VR) para desenvolver um ""digital twin"" do museu, possibilitou-se a exploração virtual de coleções de património, tornando o conteúdo acessível a um público mais amplo e superando barreiras físicas e geográficas. O projeto teve como propósito pôr em prática os conhecimentos e competências adquiridas no Mestrado em Humanidades Digitais, bem como aprimorá-los.";Humanidades digitais | Realidade virtual (RV) | Digital museu digital | Museu virtual | Fotogrametria | Digital humanities | Virtual Reality (VR) | Digital museum | Virtual museum | Photogrammetry;gamificacao_realidade_virtual;Gamificação e realidade virtual;Gamificação e realidade virtual | Património cultural digital;edicao_digital;Edição digital;edicao_digital | patrimonio_digital | humanidades_espaciais_gis | preservacao_digital | visualizacao_informacao | metodos_computacionais | ensino_formacao;Edição digital | Património digital | Humanidades espaciais / GIS | Preservação digital | Visualização de informação | Métodos computacionais aplicados às humanidades | Ensino e formação;curso | gis | heritage | humanidades digitais | museu | museus | patrimonio | patrimonio cultural | património | património cultural | preservacao digital | preservação digital | tei | visualizacao | visualização
oai-estudogeral-uc-pt-10316-122000;https://www.rcaap.pt/detail.jsp?id=oai:estudogeral.uc.pt:10316/122000;https://hdl.handle.net/10316/122000;https://estudogeral.uc.pt/handle/10316/122000;Estudo Geral - Universidade de Coimbra;http://estudogeral.sib.uc.pt;doctoral thesis;doutoramento;por;embargoed access;1;https://estudogeral.uc.pt/retrieve/284182/uc_tese_p%c3%b3s%20def.pdf;FALSE;0;0;metadata_only;Universidade de Coimbra;UC;2025;;Oliveira, Elizama Almeida de;Tese de doutoramento | Análise arqueológica e fragmentária dos manuscritos de Um sopro de vida de Clarice Lispector, articulando crítica textual, arquivística e humanidades digitais para explorar a materialidade dos fólios e propor um espaço digital de edição e imaginação.;Um sopro de vida em desedição: pedaços, avessos e outros personagens nos manuscritos de Clarice Lispector;A pesquisa propõe uma abordagem de perspectiva arqueológica e fragmentária dos manuscritos que compõem o conjunto documental referente a Um sopro de vida, romance póstumo de Clarice Lispector. Em vez de buscar uma lógica construtiva, reconstrutiva ou comparativa entre o publicado e os originais, valoriza-se a materialidade dos fólios — tipos de papel, caligrafia, marcas, suportes, rasuras e anotações — como meio de interrogar o próprio processo de micro e macrocomposição do texto, bem como as possibilidades de edição e desedição nesse contexto. A partir da articulação entre crítica textual, arquivística, arqueologia e humanidades digitais, examina-se o comportamento e a transmissão dos fragmentos, colocando-os em relação — por vezes de conflito, por vezes de acordo — de modo a desestabilizar o suave tédio da ordem, tanto do arquivo institucionalizado quanto do livro publicado. A investigação destaca o estilo tardio de Lispector, visível na convivência entre anotações literárias e registros cotidianos, sobretudo nos dois últimos anos de sua vida. Esses fragmentos literários se aproximam, ainda, dos fragmentos cerâmicos em um cruzamento interdisciplinar e metodológico, envolvendo arqueologia, interfaces generosas e a visualidade como meio de edição. Por fim, a pesquisa propõe um espaço digital como veículo de imaginação, segundo preconiza Dionísio (2022), que proporciona um contato prático com a multiplicidade dos fragmentos, colocando o leitor como uma espécie de flâneur informacional para experimentar a obra como as partes sem o todo, em sua condição inacabada e aberta, e, por isso mesmo, ampla.;"Edição fragmentária | Arqueologia | Materialidade textual; | Um sopro de vida | desedição | A breath of life | Archaeology | Fragmentary edition | Textual materiality | un-editing | Humanidades::Línguas e literaturas";edicao_digital;Edição digital;Edição digital | Estudos literários;humanidades_espaciais_gis;Humanidades espaciais / GIS;humanidades_espaciais_gis | metodos_computacionais | ensino_formacao;Humanidades espaciais / GIS | Métodos computacionais aplicados às humanidades | Ensino e formação;disciplina | gis | humanidades digitais
oai-repositorium-uminho-pt-1822-92748;https://www.rcaap.pt/detail.jsp?id=oai:repositorium.uminho.pt:1822/92748;https://hdl.handle.net/1822/92748;https://repositorium.uminho.pt/entities/publication/9353d0c0-64f5-4504-a991-b0266f9a9849;RepositóriUM - Universidade do Minho;https://repositorium.uminho.pt;master thesis;mestrado;por;open access;2;https://repositorium.uminho.pt/bitstreams/b57278be-bd63-4cfa-a980-ca4e00eacb62/download;TRUE;183;310047;ready;Universidade do Minho;UMinho;2024;Dias, Idalete | Simões, Alberto;Serra, Fernanda Luísa Ferreira;Dissertação de mestrado | Proposta de criação de uma biblioteca digital para preservar e disponibilizar em linha a coleção de Livro Antigo da Biblioteca Vítor Aguiar e Silva da Universidade do Minho, com obras entre 1587 e 1800, através da catalogação e codificação de metadados.;Coleção de livro antigo da Biblioteca Vítor Aguiar e Silva: uma proposta metodológica para a criação da Biblioteca Digital;A Biblioteca Vítor Aguiar e Silva (BVAS) do Centro de Estudos Humanísticos da Universidade do Minho (CEHUM) é detentora de obras impressas de digno valor histórico, científico, pedagógico e patrimonial, cujo período de edição está compreendido entre 1587 e 1800, designada por Coleção de Livro Antigo. As obras que pertencem à coleção são consideradas edições raras e únicas, portanto, o propósito deste projeto é colocá-las em domínio público, permitindo o acesso dos documentos pela comunidade em geral e pela comunidade académica e científica em particular. Este trabalho vislumbra contribuir para a preservação, difusão e disseminação da coleção de Livro Antigo da Biblioteca Vítor Aguiar e Silva, como forma de enaltecer o passado e contribuir para a pesquisa e recuperação da informação no futuro, a partir de um dispositivo eletrónico em rede, em qualquer parte do mundo. Por outras palavras, objetivou-se demonstrar, através do uso de um ecrã, e com recurso às Humanidades Digitais que é possível, simultaneamente, preservar digitalmente o acervo pertencente à coleção, isto é, manter o passado, e ponderar de que forma se consegue extrair e codificar a informação para estar sempre acessível no futuro – memória futura. Tendo-se por base a descrição física e catalogação da coleção, disponível no Catálogo da BVAS, procedeu-se à extração da informação do acervo e efetuou-se a análise detalhada de cada obra, na perspetiva de documentar os metadados pré-existentes e, eventualmente, incorporar novos, num processo de reutilização da informação evitando-se a repetição de tarefas. Assim, ambicionou-se, escrever um guia passo-a-passo onde se descreve os procedimentos para a criação de uma Biblioteca Digital (BD), considerado o meio tecnológico mais eficaz para a preservação da documentação, de forma a 1) acrescentar valor, 2) tornar acessível e 3) disponibilizar, num acesso global ao património bibliográfico, por meio de uma aplicação informática ou plataforma em linha, documentos digitais ou digitalizados, a partir das suas próprias coleções, numa nova forma de divulgação da informação científica.;Biblioteca Digital | Livro antigo | Pesquisa e recuperação da informação | Humanidades digitais | Digitalização e preservação digital | Digital Library | Old book | Information search and retrieval | Digital humanities | Digitisation and digital preservation.;patrimonio_cultural_digital;Património cultural digital;Património cultural digital;arquivos_bibliotecas_digitais;Arquivos e bibliotecas digitais;arquivos_bibliotecas_digitais | edicao_digital | patrimonio_digital | humanidades_espaciais_gis | preservacao_digital | metodos_computacionais | ensino_formacao;Arquivos e bibliotecas digitais | Edição digital | Património digital | Humanidades espaciais / GIS | Preservação digital | Métodos computacionais aplicados às humanidades | Ensino e formação;biblioteca digital | bibliotecas digitais | catalogo | catálogo | curso | digital preservation | gis | heritage | humanidades digitais | metadados | metadata | modulo | módulo | patrimonio | património | preservacao digital | preservação digital | sig | tei | transcricao | transcrição
oai-repositorium-uminho-pt-1822-93593;https://www.rcaap.pt/detail.jsp?id=oai:repositorium.uminho.pt:1822/93593;https://hdl.handle.net/1822/93593;https://repositorium.uminho.pt/entities/publication/348ab5ed-513f-4ff7-978d-877aa5958311;RepositóriUM - Universidade do Minho;https://repositorium.uminho.pt;master thesis;mestrado;por;open access;1;https://repositorium.uminho.pt/bitstreams/ecef5c7f-6d7f-4a22-bf83-19ac9514664b/download;TRUE;42;52968;ready;Universidade do Minho;UMinho;2024;Dono López, Pedro;Sousa, Ricardo José Ribeiro de;Dissertação de mestrado (estágio) | Estágio curricular de três meses na agência de marketing Markate, em Braga, com foco na gestão de redes sociais e produção de conteúdos para clientes, consolidando competências adquiridas no Mestrado em Humanidades Digitais.;Como atrair digitalmente o público do século XXI - Markate;Este relatório tem por base o relato de mais de 3 meses de estágio curricular na agência de Marketing Markate, com início em 06 de março de 2023 e final a 7 de junho de 2023. O documento presente evidencia as atividades realizadas no decurso desses meses como estagiário curricular na referida empresa. A empresa Markate, sediada em Braga, mais precisamente em Nogueira, deu a oportunidade de consolidar e aprimorar algumas das competências adquiridas anteriormente no Mestrado em Humanidades Digitais. O objetivo principal foi a introdução ao mundo laboral por via do estágio curricular, que me providenciou uma experiência em primeira pessoa do funcionamento interno de uma agência de marketing em Portugal. Inicialmente, houve um período de adaptação às funções a realizar na empresa. Todos os meses tinha como função a produção de diversas tarefas, como o planeamento das redes sociais dos clientes e também da própria agência. Todos os trabalhos propostos exigiram rigor de aprendizagem e pesquisa no desenvolvimento de ideias que impulsionassem o alcance de cada uma das marcas.;Markate | Marketing digital | Planeamento | Redes Sociais | Digital marketing | Planification | Social Media;comunicacao_marketing;Comunicação e marketing digital;Comunicação e marketing digital;edicao_digital;Edição digital;edicao_digital | humanidades_espaciais_gis | metodos_computacionais | ensino_formacao;Edição digital | Humanidades espaciais / GIS | Métodos computacionais aplicados às humanidades | Ensino e formação;aprendizagem | curso | disciplina | humanidades digitais | sig | tei
oai-repositorium-uminho-pt-1822-88235;https://www.rcaap.pt/detail.jsp?id=oai:repositorium.uminho.pt:1822/88235;https://hdl.handle.net/1822/88235;https://repositorium.uminho.pt/entities/publication/46fd051f-dab3-4b6b-b970-edfb4dc49c2c;RepositóriUM - Universidade do Minho;https://repositorium.uminho.pt;master thesis;mestrado;por;open access;1;https://repositorium.uminho.pt/bitstreams/0feb392d-192d-4084-be31-eec46ec24e57/download;TRUE;200;345219;ready;Universidade do Minho;UMinho;2024;Araújo, Sílvia | Silva, Elsa Costa e;Barros, Madalena de Amorim;"Dissertação de mestrado (estágio) | Estágio no ITQB NOVA centrado no projeto ""Simplesmente Ciência"", explorando o uso de IA na simplificação de artigos científicos para públicos leigos, contribuindo para uma comunicação científica mais acessível e inovadora.";Comunicação digital de ciência: criação de conteúdos com Inteligência Artificial no ITQB NOVA;"Neste relatório de estágio, destaco a importância da minha experiência no Gabinete de Imagem e Comunicação do ITQB NOVA e no projeto ""Simplesmente Ciência"", onde foi explorada a utilização da Inteligência Artificial (IA) na simplificação de artigos científicos em guiões adequados à criação de conteúdos para um público-alvo leigo. O estudo não só aprofunda os fundamentos teóricos deste processo transformador, como também relata as experiências desenvolvidas durante os quatro meses de estágio no ITQB NOVA, onde foram aperfeiçoadas inúmeras competências de comunicação. Este relatório conclui com uma descrição pormenorizada do desenvolvimento e implementação do programa “Simplesmente Ciência”, evidenciando a aplicação prática da IA neste contexto único. Assim, é possível observar a possibilidade de criar conteúdos digitais a partir da IA para a comunicação de ciência, embora ainda com a necessidade de interação e otimização humana, permitindo analisar em que áreas é necessário este melhoramento. O projeto ""Simplesmente Ciência"" é destacado como uma contribuição relevante e inovadora, mostrando como as Humanidades Digitais podem criar projetos interdisciplinares e multimodais que integram a comunicação de ciência, o mundo digital e a IA.";Comunicação digital | Comunicação de ciência | Simplificação de texto | Criação de conteúdos | Inteligência artificial | Digital communication | Science communication | Text simplification | Content creation | Artificial intelligence;comunicacao_marketing;Comunicação e marketing digital;Comunicação e marketing digital |Educação e Literacia;edicao_digital;Edição digital;edicao_digital | humanidades_espaciais_gis | metodos_computacionais | ensino_formacao;Edição digital | Humanidades espaciais / GIS | Métodos computacionais aplicados às humanidades | Ensino e formação;curso | disciplina | ensino | humanidades digitais | inteligencia artificial | inteligência artificial | sig | tei
oai-repositorium-uminho-pt-1822-92236;https://www.rcaap.pt/detail.jsp?id=oai:repositorium.uminho.pt:1822/92236;https://hdl.handle.net/1822/92236;https://repositorium.uminho.pt/entities/publication/7cc8c202-3edb-4bf7-9619-22e76ad1beba;RepositóriUM - Universidade do Minho;https://repositorium.uminho.pt;master thesis;mestrado;por;open access;2;https://repositorium.uminho.pt/bitstreams/5d00a7dd-4b68-4814-b56d-635825a8a1ff/download;TRUE;67;70182;ready;Universidade do Minho;UMinho;2024;Dono López, Pedro;Sá, Maria João da Silva;Dissertação de mestrado (estágio) | Estágio curricular de quatro meses na agência de marketing Markate, em Braga, aplicando e aprimorando competências do Mestrado em Humanidades Digitais na área do marketing e comunicação digital.;Criar e comunicar no digital. A experiência dentro de uma agência de marketing;Este relatório tem como objetivo relatar quatro meses e uma semana de estágio curricular na agência de Marketing Markate, com início no dia 18 de abril de 2023 e término no dia 25 de agosto de 2023. Este estágio contou com a supervisão e acompanhamento do Professor Doutor Pedro Dono, e na empresa da Profissional Isabel Ferraz. Descreve as atividades que se foram realizando ao longo dos meses bem como os desafios e as dificuldades encontradas como estagiária curricular na empresa. O estágio foi realizado na empresa Markate situada em Braga, em Nogueira, e teve como propósito pôr em prática os conhecimentos e competências adquiridas no Mestrado em Humanidades Digitais, bem como aprimorá-los, e ao mesmo tempo explorar uma nova área: do marketing e comunicação digital e as suas diversas componentes. A experiência a nível profissional tem adicionalmente como objetivo mostrar como uma agência de marketing age em mundo real. Inicialmente, existiu um período de adaptação na empresa e a introdução aos trabalhos que iriam ser realizados, assim como uma aprendizagem rápida e gradual de certos conceitos e melhoramento de outras práticas ao longo de todo o estágio.;Estágio curricular | Humanidades digitais | Marketing digital | Planeamento | Curricular internship | Digital humanities | Digital marketing | Planning;comunicacao_marketing;Comunicação e marketing digital;Comunicação e marketing digital;humanidades_espaciais_gis;Humanidades espaciais / GIS;humanidades_espaciais_gis | metodos_computacionais | ensino_formacao;Humanidades espaciais / GIS | Métodos computacionais aplicados às humanidades | Ensino e formação;aprendizagem | base de dados | curso | disciplina | gis | humanidades digitais | sig
oai-repositorium-uminho-pt-1822-92237;https://www.rcaap.pt/detail.jsp?id=oai:repositorium.uminho.pt:1822/92237;https://hdl.handle.net/1822/92237;https://repositorium.uminho.pt/entities/publication/eb5b009a-f025-4303-a98b-e5b9503354c7;RepositóriUM - Universidade do Minho;https://repositorium.uminho.pt;master thesis;mestrado;por;open access;1;https://repositorium.uminho.pt/bitstreams/b6a8d2d4-1d92-4336-bc81-3d0c7e3ea34a/download;TRUE;55;77913;ready;Universidade do Minho;UMinho;2024;Iriarte Sanromán, Álvaro;Ferreira, Raquel Rossi;Dissertação de mestrado (projeto) | O ensino da Estatística nas humanidades: dificuldades, atitudes negativas e falta de prática justificam métodos pedagógicos ativos e uso de tecnologia para melhorar a aprendizagem e a literacia quantitativa.;DataViz: aplicativo em R Shiny para escolha eficiente de visualizações de dados;A análise e interpretação de informações quantitativas são fundamentais para a tomada de decisões, tanto no âmbito profissional quanto no pessoal. A apresentação de tabelas, gráficos e diagramas é uma prática cotidiana nos meios de comunicação, nas universidades, nos negócios, na administração, na saúde, etc. A Estatística é um componente comum na estrutura curricular da maioria dos cursos de graduação, exceto nos cursos de humanidades, sendo essencial na formação de novos profissionais em qualquer campo de estudo. A importância da aplicação correta da Estatística pode ser observada, por exemplo, através da grande quantidade de equívocos presentes em pesquisas e artigos científicos na área da saúde (Karadeniz et al., 2019). Uma das possíveis razões para tais problemas reside na dificuldade dos estudantes em reconhecer a relevância das disciplinas associadas à Estatística em seus campos de atuação. Isso ocorre juntamente com atitudes negativas em relação à disciplina, deficiências na base matemática dos estudantes, ênfase excessiva nos cálculos e falta de aplicação e prática durante o curso de graduação (Cazorla, 2015). Portanto, é necessário estabelecer uma comunicação mais eficaz entre teoria e prática para melhorar o processo de aprendizagem. Assim, a adoção de métodos pedagógicos eficazes torna-se essencial para capacitar o aluno a ser um agente ativo na sua própria educação (Costa et al., 2019). Atualmente, também nas ciências humanas é imprescindível ter algumas noções básicas de Estatística e saber configurar gráficos adequados, daí a importância de implementar na oferta educativa (de 1º, 2º e 3º ciclo) unidades curriculares, seminários ou workshops sobre métodos de investigação em ciências humanas e sociais, onde os métodos quantitativos ou mistos deverão ter uma relevância particular, permitindo ultrapassar análises baseadas em meras intuições subjetivas. As máquinas vão permitir-nos fundamentar, apoiar em corpora e em dados, as nossas intuições subjetivas. O uso da tecnologia possibilita a criação de materiaisinterativos que integram hipertextos, aplicações multimídia, simulações e outros recursos, os quais os estudantes acessam dentro de um contexto que poderia ser descrito como uma atitude de aprendizagem ativa. Velleman e Moore (1996) enfatizam que as tecnologias podem ser empregadas não apenas para simplificar a aplicação de ferramentas estatísticas, mas também no aprimoramento do processo de ensino e aprendizagem da disciplina.;Visualização de dados | Estatística | Ciências Humanas | Humanidades Digitais | Data visualization | Statistics | Human Sciences | Digital Humanities;analise_visualizacao_dados;Análise e visualização de dados;Análise e visualização de dados |Educação e Literacia;edicao_digital;Edição digital;edicao_digital | humanidades_espaciais_gis | visualizacao_informacao | metodos_computacionais | ensino_formacao;Edição digital | Humanidades espaciais / GIS | Visualização de informação | Métodos computacionais aplicados às humanidades | Ensino e formação;aprendizagem | curso | dashboard | disciplina | ensino | hipertexto | humanidades digitais | sig | tei | visualizacao | visualizacao de dados | visualização | visualização de dados
oai-run-unl-pt-10362-128082;https://www.rcaap.pt/detail.jsp?id=oai:run.unl.pt:10362/128082;http://hdl.handle.net/10362/128082;;Repositório Institucional da UNL;https://run.unl.pt;master thesis;mestrado;eng;open access;1;;FALSE;0;0;metadata_only;Universidade Nova de Lisboa;UNL;2024;Branco, Maria João Violante | Miguélez Cavero, Alici;Fernandes, Miguel José da Fontoura Müller da Cruz;Dissertação de mestrado | Análise de dois códices gramaticais portugueses dos séculos XII-XIII com representações de contagem por dedos, explorando a polivalência deste sistema gestual no contexto intelectual e cultural do monaquismo medieval europeu.;Finger-Counting in Two Illuminated Grammatical Manuscripts (12th – 13th centuries);A sophisticated system of finger-counting was developed in Greco-Roman antiquity and was used until the middle ages. It enabled people to count to high amounts on their fingers. In the early middle ages, this system gave emergence to a pictorial tradition that lasted centuries: throughout the middle ages, large numbers of illuminated manuscripts with depictions of number-gestures circulated across Europe. There is no doubt that finger-counting illuminated manuscripts carried a heavy cultural and intellectual weight in the middle ages. This is evident from the peculiar form of their images, the pervasiveness of the finger system in medieval society, and the diffusion and dynamism of the manuscript tradition. However, this tradition is still widely unexplored. Not only a broad comparative analysis is wanting, but many sources remain unexamined. This dissertation analyses two twelfth-thirteenth centuries little-studied Portuguese grammatical codices. Although these codices include finger-counting images – typically associated with arithmetic and astronomy – they are grammatical compilations. To properly evaluate this seeming misplacement, this dissertation contextualizes the codices in the intellectual and cultural framework of coeval Portuguese and European monasticism. As this dissertation shows, the finger system was a polyvalent medium that crossed discipline barriers and was even useful for the teaching of grammar. Furthermore, the finger-counting images are impregnated with rhetorical devices, including a variety of visual puns – functioning as “visual etymologies.” The Portuguese codices are thus a befitting framing for the finger-counting images. The nature of the problem required a multidisciplinary approach that benefitted from art history, latin, neuroscience, mathematics, computer science, and paleography.;Santa Cruz | Alcobaça | De temporum ratione | De computo | Middle ages | Rabanus Maurus | Dactylonomy | Monastic education | Numeracy | Embodied knowledge | Visual culture | Digital humanities | Memory | Grammar | Computus | Lexicography | Bede | Idade média | Dactilonomia | Educação monástica | Números | Conhecimento corporizado | Cultura visual | Humanidades digitais | Gramática | Memória | Lexicografia | Beda | Rábano Mauro;edicao_digital;Edição digital;Edição digital;metodos_computacionais;Métodos computacionais aplicados às humanidades;metodos_computacionais | ensino_formacao;Métodos computacionais aplicados às humanidades | Ensino e formação;disciplina | humanidades digitais
oai-ubibliorum-ubi-pt-10400-6-15147;https://www.rcaap.pt/detail.jsp?id=oai:ubibliorum.ubi.pt:10400.6/15147;http://hdl.handle.net/10400.6/15147;https://ubibliorum.ubi.pt/entities/publication/2eb4bf38-6af4-4bd8-8df1-7ab6cf879e3f;uBibliorum;http://ubibliorum.ubi.pt/;master thesis;mestrado;por;embargoed access;2;http://hdl.handle.net/10400.6/15147;FALSE;0;0;metadata_only;Universidade da Beira Interior;UBI;2024;Magalhães, Gabriel Augusto Coelho | Jerónimo, Nuno André Amaral;Correia, Sara Alexandra da Silva Gomes;Dissertação de mestrado | Recontextualização digital de *A Lã e a Neve* de Ferreira de Castro através do projeto Memória Curta, criando uma experiência imersiva que articula análise literária e sociológica da Portugal dos anos 1940 com inovação nas humanidades digitais.;Memória Curta: A Lã e a Neve como Espelho da Revolução Silenciada;No atual contexto de polarizações políticas e ressurgimento de extremismos, A Lã e a Neve de Ferreira de Castro emerge como um recurso literário essencial para entender as dinâmicas sociopolíticas de Portugal na década de 1940. Este estudo pretende a recontextualização da obra na contemporaneidade, beneficiando-se das recentes inovações no campo das humanidades digitais e das artes visuais. O nosso trabalho investigativo revisita A Lã e a Neve sob uma perspetiva crítica contemporânea, procurando desvendar as complexidades da sociedade portuguesa da época, tanto através de uma análise literária quanto sociológica que sublinha os desafios, tensões e esperanças retratados. Além de ser uma homenagem ao universo criado, este projeto ambiciona recriar a trajetória do protagonista Horácio, proporcionando uma experiência imersiva que transita entre a ficção e a realidade tangível da história portuguesa. O Memória Curta surge como uma ponte entre a literatura e a tecnologia, um espaço de intersecção onde a teia narrativa cruza-se com a inovação digital, possibilitando não apenas uma revitalização da obra. mas também um diálogo enriquecido com o contexto atual, evidenciando a relevância e contemporaneidade da mensagem de Castro. Neste sentido, almejamos criar uma experiência rica e multidimensional que convida cada indivíduo a explorar mais profundamente o universo literário e histórico, transcendendo as barreiras temporais e espaciais e promovendo uma compreensão mais abrangente e integrada da obra e do seu contexto histórico.;A Lã e a Neve | Artes Visuais | Ferreira de Castro | Humanidades Digitais | Neorrealismo;estudos_literarios;Estudos literários;Estudos literários;edicao_digital;Edição digital;edicao_digital | metodos_computacionais | ensino_formacao;Edição digital | Métodos computacionais aplicados às humanidades | Ensino e formação;curso | humanidades digitais | tei
oai-repositorium-uminho-pt-1822-93894;https://www.rcaap.pt/detail.jsp?id=oai:repositorium.uminho.pt:1822/93894;https://hdl.handle.net/1822/93894;https://repositorium.uminho.pt/entities/publication/51c20308-1ce9-41a6-98f2-e06744f2a732;RepositóriUM - Universidade do Minho;https://repositorium.uminho.pt;master thesis;mestrado;por;open access;1;https://repositorium.uminho.pt/bitstreams/7e480e03-8643-4c49-baca-cd1e2b879caa/download;TRUE;149;209495;ready;Universidade do Minho;UMinho;2024;Araújo, Sílvia | Santos, George França do;Santana, Maria da Conceição Lopes;Dissertação de mestrado | Revisão bibliográfica e pesquisa de campo sobre o uso de mídias digitais no ensino da língua inglesa, analisando perceções de professores e culminando na criação de um e-book de apoio à formação docente.;Mídias digitais no ensino de língua inglesa: da pesquisa bibliográfica à criação de recursos educativos;"Esta dissertação, desenvolvida no âmbito do mestrado em Humanidades Digitais, realiza uma revisão de artigos com recorte temporal entre 2020 e 2023, com o intuito de compreender as práticas atuais e as percepções dos professores em relação ao uso de mídias digitais no ensino da língua inglesa. O tema proposto envolve o uso de mídias digitais no ensino da língua inglesa, a formação de professores e a criação de recursos educativos. O problema que norteia a pesquisa é: como incorporar o uso de mídias digitais na formação de professores de língua inglesa para aprimorar suas práticas docentes? Quanto à abordagem, esta pesquisa é qualitativa e, quanto aos procedimentos, é bibliográfica. Foram analisados 40 artigos, utilizando descritores, pelos motores de busca Google Scholar e Semantic Scholar, todos com a mesma temática da pesquisa em questão. Desses, foram selecionados 7 artigos com os descritores ""Ensino de Língua Inglesa: Mídias Digitais"" e ""Tecnologias Digitais"" para uma análise mais aprofundada, utilizando critérios de inclusão e exclusão. Além disso, foi desenvolvida uma pesquisa de campo, com um questionário semiestruturado, aplicado aos docentes da rede pública, para identificar suas percepções e práticas em relação ao uso de mídias digitais no ensino da língua inglesa. Como produto deste trabalho, foi construído um e-book como recurso educativo, visando auxiliar na formação e desenvolvimento contínuo dos professores.";Tecnologias | Ensino de língua inglesa | Mídias digitais | Formação de professores | Pandemia | Technologies | English language teaching | Digital media | Teacher training | Pandemic;educacao_literacia;Educação e Literacia;Educação e Literacia;edicao_digital;Edição digital;edicao_digital | humanidades_espaciais_gis | visualizacao_informacao | metodos_computacionais | ensino_formacao;Edição digital | Humanidades espaciais / GIS | Visualização de informação | Métodos computacionais aplicados às humanidades | Ensino e formação;aprendizagem | curso | disciplina | ensino | humanidades digitais | inteligencia artificial | inteligência artificial | sig | tei | visualizacao | visualização
